,201730561,201729796,201730318,201717011,201730835,201720344,201729568,201718313,201730859,201721900,201715510,201714231,201730619,201719112,201729100,201729357,201719118,201728334,201630034,201731419,201728863,201730407,201712489,201729898,201728878,201633135,201715320,201719933,201729673,201715085,201714320,201712021,201730200,201730211,201716904,201730218,201731759,201719737,201730496,201731266,201714116,201727947,201713614,201730777,201728228,201730533,201729265,201719035,201618175
201731759,0.47368421052631576,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.3157894736842105,0.0,0.15789473684210525,0.0,0.16666666666666666,0.1875,0.1875,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.15,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.0,0.3333333333333333,0.16666666666666666,0.5,0.15789473684210525,0.16666666666666666,0.2,0.15,0.3333333333333333,0.2,0.45,0.0,0.16666666666666666
201719737,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.1875,0.375,0.2,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.4,0.3333333333333333,0.0,0.16666666666666666
201730496,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.375,0.1875,0.4,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.17647058823529413,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.5,0.2,0.16666666666666666,0.0,0.16666666666666666
201731266,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.1875,0.1875,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2,0.6666666666666666,0.0,0.16666666666666666
201714116,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.3157894736842105,0.0,0.15789473684210525,0.0,0.16666666666666666,0.1875,0.1875,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.15789473684210525,0.3684210526315789,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3684210526315789,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.2,0.15789473684210525,0.0,0.16666666666666666
201727947,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.375,0.1875,0.4,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.5,0.2,0.16666666666666666,0.0,0.16666666666666666
201713614,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.0,0.3333333333333333,0.1875,0.1875,0.4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.15,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.47368421052631576,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.3333333333333333,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.15789473684210525,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.0,0.15,0.16666666666666666,0.4,0.15,0.0,0.16666666666666666
201730777,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.15789473684210525,0.3157894736842105,0.0,0.3157894736842105,0.0,0.5,0.375,0.1875,0.4,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.15,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.15,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.15,0.0,0.5,0.2,0.3,0.15,0.16666666666666666
201728228,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.375,0.1875,0.4,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.5,0.0,0.2,0.3333333333333333,0.0,0.16666666666666666
201730533,0.2,0.2,0.2,0.4,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.4,0.6,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.8,0.2,0.4,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.4
201729265,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.3157894736842105,0.0,0.21052631578947367,0.0,0.3333333333333333,0.1875,0.1875,0.2,0.3333333333333333,0.3333333333333333,0.5,0.15,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.47368421052631576,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.23529411764705882,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.3157894736842105,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.3157894736842105,0.45,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.15789473684210525,0.16666666666666666,0.15,0.3,0.3333333333333333,0.2,0.0,0.15,0.16666666666666666
201719035,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.1875,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0
201618175,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.1875,0.1875,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4,0.16666666666666666,0.0,0.0
